reactome_id	name	snps
R-HSA-191859	snRNP Assembly	rs4294134, rs12199222
R-HSA-379724	tRNA Aminoacylation	
R-HSA-6787450	tRNA modification in the mitochondrion	
R-HSA-6782315	tRNA modification in the nucleus and cytosol	rs6908425, rs10495903, rs703842, rs2206734, rs7578597, rs13429458, rs7590268, rs7756992, rs12478601, rs7754840, rs4712523, rs1465618
R-HSA-6785470	tRNA processing in the mitochondrion	
R-HSA-6784531	tRNA processing in the nucleus	rs6766510, rs2071598, rs2274432, rs4294134, rs12199222
R-HSA-199992	trans-Golgi Network Vesicle Budding	rs903027, rs1564282, rs2281680, rs10871454, rs536841, rs1755289, rs3851179, rs6917747, rs1413885, rs10810865
R-HSA-73843	5-Phosphoribose 1-diphosphate biosynthesis	
R-HSA-418592	ADP signalling through P2Y purinoceptor 1	rs291353, rs11880198
R-HSA-392170	ADP signalling through P2Y purinoceptor 12	rs291353
R-HSA-198323	AKT phosphorylates targets in the cytosol	rs4132509, rs1321311, rs477895
R-HSA-198693	AKT phosphorylates targets in the nucleus	rs2153960, rs9480865, rs4132509, rs2755237, rs4660531
R-HSA-211163	AKT-mediated inactivation of FOXO1A	rs4132509, rs2755237
R-HSA-112122	ALKBH2 mediated reversal of alkylation damage	
R-HSA-112126	ALKBH3 mediated reversal of alkylation damage	
R-HSA-4839748	AMER1 mutants destabilize the destruction complex	rs11158493
R-HSA-174143	APC/C-mediated degradation of cell cycle proteins	rs831571, rs16912145, rs1493682, rs2069408, rs2431697, rs9357155
R-HSA-5649702	APEX1-Independent Resolution of AP Sites via the Single Nucleotide Replacement Pathway	
R-HSA-5624958	ARL13B-mediated ciliary trafficking of INPP5E	
R-HSA-380994	ATF4 activates genes	rs2217332
R-HSA-381183	ATF6 (ATF6-alpha) activates chaperone genes	
R-HSA-1296025	ATP sensitive Potassium channels	rs5219, rs5215
R-HSA-4839735	AXIN mutants destabilize the destruction complex, activating WNT signaling	rs11158493
R-HSA-156582	Acetylation	rs1495741
R-HSA-264642	Acetylcholine Neurotransmitter Release Cycle	rs10455248, rs10121009
R-HSA-181431	Acetylcholine binding and downstream events	rs950776, rs1051730, rs12914385, rs8042374
R-HSA-399997	Acetylcholine regulates insulin secretion	rs11880198, rs3889237, rs6118083, rs6056209, rs1869901
R-HSA-2122948	Activated NOTCH1 Transmits Signal to the Nucleus	rs10483853, rs2273061
R-HSA-111452	Activation and oligomerization of BAK protein	rs210134, rs210138
R-HSA-176187	Activation of ATR in response to replication stress	rs690705, rs730566, rs2069408, rs16991615, rs236114
R-HSA-114452	Activation of BH3-only proteins	rs477895, rs4132509, rs7610017, rs10937405, rs710521
R-HSA-174577	Activation of C3 and C5	
R-HSA-442755	Activation of NMDA receptors and postsynaptic events	rs4764043, rs9303401, rs263238, rs4764039, rs1127065, rs242557, rs7798500, rs12658202, rs8070723, rs2160519, rs758642, rs7805747, rs7795096, rs10491334, rs3110496, rs3885683, rs2439312, rs13224682, rs10501570, rs2283792, rs17148090, rs10898392, rs3743200, rs12807809
R-HSA-428540	Activation of RAC1	rs1379659, rs2084385
R-HSA-5635838	Activation of SMO	rs735172
R-HSA-451326	Activation of kainate receptors upon glutamate binding	rs291353, rs363512, rs12797755, rs6056209, rs517811, rs1869901, rs8099939, rs6118083, rs16868941, rs12207601
R-HSA-75108	Activation, myristolyation of BID and translocation to mitochondria	rs8192917
R-HSA-114294	Activation, translocation and oligomerization of BAX	
R-HSA-418990	Adherens junctions interactions	rs7255066, rs4925189, rs4468878, rs1474747, rs10489849, rs8055236, rs3784962, rs13078807, rs9292394, rs2298574, rs9929218, rs1970546, rs4701252, rs4783244, rs4479806, rs6563943, rs11645366, rs944260
R-HSA-392023	Adrenaline signalling through Alpha-2 adrenergic receptor	rs869244
R-HSA-400042	Adrenaline,noradrenaline inhibits insulin secretion	rs291353, rs869244, rs216013, rs7069923, rs7076247, rs2877716, rs2070615
R-HSA-351143	Agmatine biosynthesis	
R-HSA-140179	Amine Oxidase reactions	rs3027409
R-HSA-156587	Amino Acid conjugation	rs433598, rs9473582
R-HSA-352230	Amino acid transport across the plasma membrane	rs9036, rs8101881
R-HSA-141424	Amplification of signal from the kinetochores	rs1493682, rs438034, rs11158493, rs4906172, rs1007738
R-HSA-2214320	Anchoring fibril formation	rs7319311, rs3742207, rs441051, rs525410
R-HSA-2473224	Antagonism of Activin by Follistatin	rs7789197
R-HSA-983170	Antigen Presentation: Folding, assembly and peptide loading of class I MHC	rs3129055, rs13160562, rs2523608, rs2523809, rs9468925, rs4713693, rs2247056, rs30187, rs27434, rs10484554, rs13437082, rs2860580, rs9264942
R-HSA-983695	Antigen activates B Cell Receptor (BCR) leading to generation of second messengers	rs290986, rs1600249, rs2736340, rs999943, rs7812879, rs2306677
R-HSA-1236975	Antigen processing-Cross presentation	rs3129055, rs831571, rs13236689, rs2523608, rs2523809, rs9468925, rs4713693, rs2247056, rs10871454, rs10484554, rs13437082, rs2437258, rs2860580, rs4821544, rs9264942, rs9357155
R-HSA-983168	Antigen processing: Ubiquitination & Proteasome degradation	rs3769124, rs17277546, rs6966038, rs13390159, rs1394125, rs1568657, rs5754217, rs9357155, rs17116334, rs1667394, rs831571, rs11643520, rs3772130, rs16912145, rs2430212, rs6565681, rs4821112, rs12913832, rs3757354, rs11630290, rs7208487
R-HSA-1169410	Antiviral mechanism by IFN-stimulated genes	rs4294134, rs45430, rs12199222
R-HSA-140342	Apoptosis induced DNA fragmentation	rs10946808, rs11618202
R-HSA-111465	Apoptotic cleavage of cellular proteins	rs1941184, rs7236477, rs242557, rs8070723, rs9929218
R-HSA-111471	Apoptotic factor-mediated response	rs210134, rs210138, rs2283792
R-HSA-426048	Arachidonate production from DAG	
R-HSA-2142753	Arachidonic acid metabolism	rs2472304, rs12767583, rs854555, rs2185570, rs2470893, rs255049, rs255052, rs5751901, rs10509680, rs2108622, rs4086116, rs1057910
R-HSA-8937144	Aryl hydrocarbon receptor signalling	rs12188164
R-HSA-8963889	Assembly of active LPL and LIPC lipase complexes	rs12272004, rs10512049, rs2842483, rs10468017, rs3825776, rs1532085, rs10096633, rs12678919, rs4775031, rs2083637, rs7561273
R-HSA-68616	Assembly of the ORC complex at the origin of replication	
R-HSA-390471	Association of TriC/CCT with target proteins during biosynthesis	rs8102137, rs10456809, rs429608, rs744166
R-HSA-210455	Astrocytic Glutamate-Glutamine Uptake And Metabolism	
R-HSA-162791	Attachment of GPI anchor to uPAR	
R-HSA-5250924	B-WICH complex positively regulates rRNA expression	rs7097, rs2240466, rs8321, rs13194491
R-HSA-5620922	BBSome-mediated cargo-targeting to cilium	rs9814870
R-HSA-111453	BH3-only proteins associate with and inactivate anti-apoptotic BCL-2 members	rs744166, rs477895
R-HSA-196299	Beta-catenin phosphorylation cascade	rs11158493
R-HSA-425381	Bicarbonate transporters	rs4973768
R-HSA-194068	Bile acid and bile salt metabolism	rs4149081, rs16856332, rs11568563, rs9635963, rs4363657, rs552976
R-HSA-9018677	Biosynthesis of DHA-derived SPMs	rs2472304, rs4086116, rs2470893, rs10509680, rs2185570, rs1057910
R-HSA-9018683	Biosynthesis of DPA-derived SPMs	
R-HSA-9018679	Biosynthesis of EPA-derived SPMs	
R-HSA-9027604	Biosynthesis of electrophilic ω-3 PUFA oxo-derivatives	
R-HSA-446193	Biosynthesis of the N-glycan precursor (dolichol lipid-linked oligosaccharide, LLO) and transfer to a nascent protein	rs9378688, rs10873876, rs10743430, rs11220462, rs16861329, rs2216228, rs2236653, rs4227, rs10937275
R-HSA-196780	Biotin transport and metabolism	rs10513789, rs7122539, rs7651039
R-HSA-75102	C6 deamination of adenosine	rs2838815
R-HSA-5621575	CD209 (DC-SIGN) signaling	rs7665090, rs2084385
R-HSA-5690714	CD22 mediated BCR regulation	
R-HSA-389356	CD28 co-stimulation	rs9282641, rs17036350, rs2084385, rs4132509, rs6051520
R-HSA-68689	CDC6 association with the ORC:origin complex	rs16991615, rs236114
R-HSA-69017	CDK-mediated phosphorylation and removal of Cdc6	rs831571, rs16912145, rs8102137, rs2069408, rs9357155
R-HSA-68827	CDT1 association with the CDC6:ORC:origin complex	rs837763, rs831571, rs16991615, rs9357155, rs236114
R-HSA-447041	CHL1 interactions	rs10510181, rs6764363, rs1551943
R-HSA-5607764	CLEC7A (Dectin-1) signaling	rs831571, rs10781500, rs2413583, rs4077515, rs2659546, rs999943, rs968451, rs16912145, rs290986, rs7238078, rs9357155, rs7665090, rs2306677, rs8016947
R-HSA-140180	COX reactions	
R-HSA-399956	CRMPs in Sema3A signaling	rs9871760
R-HSA-389513	CTLA4 inhibitory signaling	rs9282641, rs4132509, rs11158493, rs231735, rs1024161
R-HSA-4086398	Ca2+ pathway	rs9623117, rs139909, rs291353, rs6056209, rs710841, rs956237, rs2659546, rs999943, rs1869901, rs7903146, rs12484776, rs3889237, rs6118083, rs7922491, rs3796804, rs7901695, rs2306677, rs4944092
R-HSA-111997	CaM pathway	rs13224682, rs263238, rs1127065, rs7798500, rs10491334, rs758642, rs3889237, rs2601828, rs2877716
R-HSA-72737	Cap-dependent Translation Initiation	rs10507380, rs12420464, rs16892766, rs12580100, rs6604026, rs2280401
R-HSA-8856825	Cargo recognition for clathrin-mediated endocytosis	rs2228671, rs1049296, rs2562784, rs11668477, rs3194051, rs6754295, rs6511720, rs1799852, rs6897932, rs541041, rs3811647, rs536841, rs3851179, rs6673480, rs7577851, rs673548, rs693, rs11979158, rs1867504, rs10810865, rs830998, rs2544390, rs1755289, rs454305, rs6917747, rs16889440, rs1350666, rs860413
R-HSA-71262	Carnitine synthesis	
R-HSA-140534	Caspase activation via Death Receptors in the presence of ligand	rs2234978, rs13278062
R-HSA-418889	Caspase activation via Dependence Receptors in the absence of ligand	rs7504990, rs11141915, rs768048
R-HSA-209905	Catecholamine biosynthesis	
R-HSA-426117	Cation-coupled Chloride cotransporters	rs4580814, rs10089
R-HSA-204998	Cell death signalling via NRAGE, NRIF and NADE	rs11842874, rs1354034, rs3780792, rs477895, rs12344583, rs6063312, rs2062583
R-HSA-193681	Ceramide signalling	
R-HSA-191273	Cholesterol biosynthesis	rs3846662, rs2645424
R-HSA-1793185	Chondroitin sulfate/dermatan sulfate metabolism	rs1574192, rs1064395, rs530501, rs9523762, rs337847, rs16946160, rs310501, rs2352028, rs1008953, rs2500535, rs8002779
R-HSA-8963888	Chylomicron assembly	rs673548, rs693, rs541041, rs6754295
R-HSA-8964026	Chylomicron clearance	rs2228671, rs673548, rs693, rs11668477, rs6511720, rs6754295, rs10468017, rs541041, rs3825776, rs1532085, rs4775031
R-HSA-8963901	Chylomicron remodeling	rs673548, rs12272004, rs693, rs6754295, rs541041, rs10096633, rs12678919, rs2083637
R-HSA-71403	Citric acid cycle (TCA cycle)	rs6792584, rs732528
R-HSA-373076	Class A/1 (Rhodopsin-like receptors)	rs7591064, rs13405728, rs1878022, rs571312, rs1983853, rs10871777, rs1010254, rs3093024, rs2268363, rs3995090, rs2166706, rs8017455, rs11214606, rs1403543, rs6421571, rs10861905, rs82625, rs1746048, rs2274459, rs12970134, rs882300, rs4613763, rs6842241, rs710446, rs1387153, rs572169, rs12101261, rs3093023, rs2119704, rs630923, rs1447352, rs4785763, rs13314993, rs154659, rs2782980, rs17111394, rs4676406, rs4650608, rs869244, rs3758354, rs951005
R-HSA-373080	Class B/2 (Secretin family receptors)	rs291353, rs7349332, rs9303521, rs11671664, rs393152, rs16826658, rs415430, rs2074404, rs4944092
R-HSA-420499	Class C/3 (Metabotropic glutamate/pheromone receptors)	rs10831496, rs17691394, rs12063142, rs29232, rs17864092, rs9870680, rs1801725, rs11971186
R-HSA-1296053	Classical Kir channels	rs4640244, rs8079702
R-HSA-421837	Clathrin derived vesicle budding	rs903027, rs1564282, rs2281680, rs10871454, rs536841, rs1755289, rs3851179, rs6917747, rs1413885, rs10810865
R-HSA-109688	Cleavage of Growing Transcript in the Termination Region	
R-HSA-196741	Cobalamin (Cbl, vitamin B12) transport and metabolism	rs11254363, rs6602175, rs10508517, rs1801239, rs7134594
R-HSA-8948216	Collagen chain trimerization	rs7077164, rs7319311, rs3742207, rs7044529, rs4956211, rs441051, rs946053, rs1227756, rs10874639
R-HSA-5674400	Constitutive Signaling by AKT1 E17K in Cancer	rs2153960, rs9480865, rs17036350, rs477895, rs4132509, rs2755237, rs1321311, rs4660531
R-HSA-2219530	Constitutive Signaling by Aberrant PI3K in Cancer	rs3782181, rs6902771, rs7578326, rs4338740, rs995030, rs10748128, rs543650, rs12821256, rs3805236, rs152528, rs11979158, rs2439312, rs2981579, rs7677751, rs1219648, rs2121875, rs1999805, rs2943641, rs10243024, rs9282641, rs17369571, rs2504063, rs4675374, rs2114039, rs454305, rs1458038, rs1350666, rs1484170
R-HSA-6814122	Cooperation of PDCL (PhLP1) and TRiC/CCT in G-protein beta folding	rs291353, rs4903031
R-HSA-389958	Cooperation of Prefoldin and TriC/CCT  in actin and tubulin folding	
R-HSA-71288	Creatine metabolism	
R-HSA-2243919	Crosslinking of collagen fibrils	rs441051, rs7319311, rs3742207, rs893817
R-HSA-69656	Cyclin A:Cdk2-associated events at S phase entry	rs831571, rs7158173, rs4800148, rs4132509, rs1321311, rs10876993, rs11082304, rs8102137, rs2069408, rs9642880, rs9357155, rs4369779
R-HSA-1614603	Cysteine formation from homocysteine	rs6586282
R-HSA-211897	Cytochrome P450 - arranged by substrate type	rs12772169, rs2472304, rs12767583, rs2185570, rs2068888, rs2470893, rs2248359, rs2305707, rs2899472, rs12188164, rs10509680, rs2108622, rs4086116, rs1057910
R-HSA-156584	Cytosolic sulfonation of small molecules	
R-HSA-379716	Cytosolic tRNA aminoacylation	
R-HSA-2424491	DAP12 signaling	rs4713693, rs12344583, rs290986, rs3780792
R-HSA-418885	DCC mediated attractive signaling	rs7504990, rs768048
R-HSA-3134963	DEx/H-box helicases activate type I IFN and inflammatory cytokines production	rs7665090
R-HSA-5696394	DNA Damage Recognition in GG-NER	rs3219090, rs7603514
R-HSA-2559586	DNA Damage/Telomere Stress Induced Senescence	rs1776897, rs12424086, rs7979673, rs2244012, rs8756, rs1321311, rs10946808, rs8102137, rs13194491, rs2069408, rs7742369, rs1801516
R-HSA-376172	DSCAM interactions	rs7504990, rs768048
R-HSA-3769402	Deactivation of the beta-catenin transactivating complex	rs9298506, rs9466056, rs956237, rs1504749, rs7903146, rs7901695, rs2517388, rs10958409
R-HSA-5621480	Dectin-2 family	rs4072037, rs290986, rs1109501
R-HSA-5682113	Defective ABCA1 causes Tangier disease	rs4149268, rs2515629, rs2575876, rs12686004, rs3905000
R-HSA-5682294	Defective ABCA12 causes autosomal recessive congenital ichthyosis type 4B	
R-HSA-5688399	Defective ABCA3 causes pulmonary surfactant metabolism dysfunction 3 (SMDP3)	
R-HSA-5683678	Defective ABCA3 causes pulmonary surfactant metabolism dysfunction type 3 (SMDP3)	
R-HSA-5678520	Defective ABCB11 causes progressive familial intrahepatic cholestasis 2 and benign recurrent intrahepatic cholestasis 2	rs552976, rs16856332
R-HSA-5678771	Defective ABCB4 causes progressive familial intrahepatic cholestasis 3, intrahepatic cholestasis of pregnancy 3 and gallbladder disease 1	
R-HSA-5683371	Defective ABCB6 causes isolated colobomatous microphthalmia 7 (MCOPCB7)	
R-HSA-5679001	Defective ABCC2 causes Dubin-Johnson syndrome	
R-HSA-5690338	Defective ABCC6 causes pseudoxanthoma elasticum (PXE)	
R-HSA-5683177	Defective ABCC8 can cause hypoglycemias and hyperglycemias	rs5219, rs5215
R-HSA-5678420	Defective ABCC9 causes dilated cardiomyopathy 10, familial atrial fibrillation 12 and hypertrichotic osteochondrodysplasia	
R-HSA-5684045	Defective ABCD1 causes adrenoleukodystrophy (ALD)	
R-HSA-5683329	Defective ABCD4 causes methylmalonic aciduria and homocystinuria, cblj type (MAHCJ)	
R-HSA-5679096	Defective ABCG5 causes sitosterolemia	rs4299376, rs6544713, rs6756629
R-HSA-5679090	Defective ABCG8 causes gallbladder disease 4 and sitosterolemia	rs4299376, rs6544713, rs6756629
R-HSA-5579031	Defective ACTH causes Obesity and Pro-opiomelanocortinin deficiency (POMCD)	
R-HSA-5579007	Defective ACY1 causes encephalopathy	
R-HSA-5578997	Defective AHCY causes Hypermethioninemia with S-adenosylhomocysteine hydrolase deficiency (HMAHCHD)	
R-HSA-4549380	Defective ALG1 causes ALG1-CDG (CDG-1k)	
R-HSA-4551295	Defective ALG11 causes ALG11-CDG (CDG-1p)	
R-HSA-4720489	Defective ALG12 causes ALG12-CDG (CDG-1g)	
R-HSA-5633231	Defective ALG14 causes congenital myasthenic syndrome (ALG14-CMS)	
R-HSA-4549349	Defective ALG2 causes ALG2-CDG (CDG-1i)	
R-HSA-4720475	Defective ALG3 causes ALG3-CDG (CDG-1d)	
R-HSA-4724289	Defective ALG6 causes ALG6-CDG (CDG-1c)	
R-HSA-4724325	Defective ALG8 causes ALG8-CDG (CDG-1h)	
R-HSA-4720454	Defective ALG9 causes ALG9-CDG (CDG-1l)	
R-HSA-5619099	Defective AVP does not bind AVPR1A,B and causes neurohypophyseal diabetes insipidus (NDI)	
R-HSA-9036092	Defective AVP does not bind AVPR2 and causes neurohypophyseal diabetes insipidus (NDI)	
R-HSA-4420332	Defective B3GALT6 causes EDSP2 and SEMDJL1	rs1574192, rs2352028, rs1064395, rs9523762, rs1008953, rs16946160, rs310501, rs8002779
R-HSA-5083635	Defective B3GALTL causes Peters-plus syndrome (PpS)	rs4533267, rs7249094, rs17556665, rs4842838, rs275380, rs12899618, rs1816002, rs6868223, rs6795735, rs1427593, rs7183263
R-HSA-3560801	Defective B3GAT3 causes JDSSDHD	rs1574192, rs2352028, rs1064395, rs9523762, rs1008953, rs16946160, rs310501, rs8002779
R-HSA-3656244	Defective B4GALT1 causes B4GALT1-CDG (CDG-2d)	
R-HSA-4793953	Defective B4GALT1 causes B4GALT1-CDG (CDG-2d)	
R-HSA-3560783	Defective B4GALT7 causes EDS, progeroid type	rs1574192, rs2352028, rs1064395, rs9523762, rs1008953, rs16946160, rs310501, rs8002779
R-HSA-5083632	Defective C1GALT1C1 causes Tn polyagglutination syndrome (TNPS)	rs4072037, rs1109501
R-HSA-5678895	Defective CFTR causes cystic fibrosis	rs831571, rs9357155
R-HSA-3595174	Defective CHST14 causes EDS, musculocontractural type	rs1064395, rs310501
R-HSA-3595172	Defective CHST3 causes SEDCJD	rs1064395, rs310501
R-HSA-3656225	Defective CHST6 causes MCDC1	
R-HSA-3595177	Defective CHSY1 causes TPBS	rs1064395, rs310501
R-HSA-5619060	Defective CP causes aceruloplasminemia (ACERULOP)	
R-HSA-5688890	Defective CSF2RA causes pulmonary surfactant metabolism dysfunction 4 (SMDP4)	rs2075726
R-HSA-5688849	Defective CSF2RB causes pulmonary surfactant metabolism dysfunction 5 (SMDP5)	rs2075726
R-HSA-5579026	Defective CYP11A1 causes Adrenal insufficiency, congenital, with 46,XY sex reversal (AICSR)	
R-HSA-5579017	Defective CYP11B1 causes Adrenal hyperplasia 4 (AH4)	
R-HSA-5579009	Defective CYP11B2 causes Corticosterone methyloxidase 1 deficiency (CMO-1 deficiency)	
R-HSA-5579028	Defective CYP17A1 causes Adrenal hyperplasia 5 (AH5)	rs17115100
R-HSA-5579030	Defective CYP19A1 causes Aromatase excess syndrome (AEXS)	rs2899472, rs2305707
R-HSA-5579000	Defective CYP1B1 causes Glaucoma	
R-HSA-5579021	Defective CYP21A2 causes Adrenal hyperplasia 3 (AH3)	
R-HSA-5579010	Defective CYP24A1 causes Hypercalcemia, infantile (HCAI)	rs2248359
R-HSA-5579015	Defective CYP26B1 causes Radiohumeral fusions with other skeletal and craniofacial anomalies (RHFCA)	
R-HSA-5579004	Defective CYP26C1 causes Focal facial dermal dysplasia 4 (FFDD4)	
R-HSA-5578996	Defective CYP27A1 causes Cerebrotendinous xanthomatosis (CTX)	
R-HSA-5579014	Defective CYP27B1 causes Rickets vitamin D-dependent 1A (VDDR1A)	
R-HSA-5579027	Defective CYP2R1 causes Rickets vitamin D-dependent 1B (VDDR1B)	
R-HSA-5579011	Defective CYP2U1 causes Spastic paraplegia 56, autosomal recessive (SPG56)	
R-HSA-5579005	Defective CYP4F22 causes Ichthyosis, congenital, autosomal recessive 5 (ARCI5)	
R-HSA-5579013	Defective CYP7B1 causes Spastic paraplegia 5A, autosomal recessive (SPG5A) and Congenital bile acid synthesis defect 3 (CBAS3)	
R-HSA-4755609	Defective DHDDS causes retinitis pigmentosa 59	
R-HSA-4755583	Defective DOLK causes DOLK-CDG (CDG-1m)	
R-HSA-4549356	Defective DPAGT1 causes DPAGT1-CDG (CDG-1j) and CMSTA2	
R-HSA-4717374	Defective DPM1 causes DPM1-CDG (CDG-1e)	
R-HSA-4719377	Defective DPM2 causes DPM2-CDG (CDG-1u)	
R-HSA-4719360	Defective DPM3 causes DPM3-CDG (CDG-1o)	
R-HSA-3656253	Defective EXT1 causes exostoses 1, TRPS2 and CHDS	rs1574192, rs2352028, rs9523762, rs1008953, rs16946160, rs8002779
R-HSA-3656237	Defective EXT2 causes exostoses 2	rs1574192, rs2352028, rs9523762, rs1008953, rs16946160, rs8002779
R-HSA-5579019	Defective FMO3 causes Trimethylaminuria (TMAU)	
R-HSA-5609977	Defective GALE can cause Epimerase-deficiency galactosemia (EDG)	
R-HSA-5609976	Defective GALK1 can cause Galactosemia II (GALCT2)	
R-HSA-5083636	Defective GALNT12 causes colorectal cancer 1 (CRCS1)	rs4072037, rs1109501
R-HSA-5083625	Defective GALNT3 causes familial hyperphosphatemic tumoral calcinosis (HFTC)	rs4072037, rs6710518, rs1109501
R-HSA-5609978	Defective GALT can cause Galactosemia	
R-HSA-5619073	Defective GCK causes maturity-onset diabetes of the young 2 (MODY2)	rs3757840, rs4607517, rs730497
R-HSA-5578999	Defective GCLC causes Hemolytic anemia due to gamma-glutamylcysteine synthetase deficiency (HAGGSD)	
R-HSA-4085023	Defective GFPT1 causes CMSTA1	
R-HSA-9035968	Defective GGT1 causes Glutathionuria (GLUTH)	rs5751901
R-HSA-5579022	Defective GGT1 causes Glutathionuria (GLUTH)	rs5751901
R-HSA-4085011	Defective GNE causes sialuria, Nonaka myopathy and inclusion body myopathy 2	
R-HSA-5579006	Defective GSS causes Glutathione synthetase deficiency (GSS deficiency)	
R-HSA-3656234	Defective HEXA causes GM2G1	
R-HSA-3656248	Defective HEXB causes GM2G2	
R-HSA-5619056	Defective HK1 causes hexokinase deficiency (HK deficiency)	rs7072268
R-HSA-5083627	Defective LARGE causes MDDGA6 and MDDGB6	
R-HSA-5083630	Defective LFNG causes SCDO3	rs443198, rs9296015, rs404860, rs3131296
R-HSA-4793950	Defective MAN1B1 causes MRT15	
R-HSA-5579012	Defective MAOA causes Brunner syndrome (BRUNS)	rs3027409
R-HSA-5579024	Defective MAT1A causes Methionine adenosyltransferase deficiency (MATD)	
R-HSA-4793952	Defective MGAT2 causes MGAT2-CDG (CDG-2a)	
R-HSA-4793954	Defective MOGS causes MOGS-CDG (CDG-2b)	
R-HSA-4687000	Defective MPDU1 causes MPDU1-CDG (CDG-1f)	rs4227
R-HSA-4043916	Defective MPI causes MPI-CDG (CDG-1b)	
R-HSA-9608287	Defective MUTYH substrate binding	
R-HSA-9608290	Defective MUTYH substrate processing	
R-HSA-4341670	Defective NEU1 causes sialidosis	
R-HSA-5578998	Defective OPLAH causes 5-oxoprolinase deficiency (OPLAHD)	
R-HSA-3560796	Defective PAPSS2 causes SEMD-PA	
R-HSA-5609974	Defective PGM1 causes PGM1-CDG (CDG1t)	
R-HSA-4043911	Defective PMM2 causes PMM2-CDG (CDG-1a)	
R-HSA-5083628	Defective POMGNT1 causes MDDGA3, MDDGB3 and MDDGC3	
R-HSA-5083633	Defective POMT1 causes MDDGA1, MDDGB1 and MDDGC1	
R-HSA-5083629	Defective POMT2 causes MDDGA2, MDDGB2 and MDDGC2	
R-HSA-4570571	Defective RFT1 causes RFT1-CDG (CDG-1n)	
R-HSA-5619042	Defective RHAG causes regulator type Rh-null hemolytic anemia (RHN)	
R-HSA-5687868	Defective SFTPA2 causes idiopathic pulmonary fibrosis (IPF)	
R-HSA-5619048	Defective SLC11A2 causes hypochromic microcytic anemia, with iron overload 1 (AHMIO1)	
R-HSA-5619104	Defective SLC12A1 causes Bartter syndrome 1 (BS1)	
R-HSA-5619087	Defective SLC12A3 causes Gitelman syndrome (GS)	
R-HSA-5619039	Defective SLC12A6 causes agenesis of the corpus callosum, with peripheral neuropathy (ACCPN)	
R-HSA-5619070	Defective SLC16A1 causes symptomatic deficiency in lactate transport (SDLT)	
R-HSA-5619035	Defective SLC17A5 causes Salla disease (SD) and ISSD	
R-HSA-5619076	Defective SLC17A8 causes autosomal dominant deafness 25 (DFNA25)	
R-HSA-5619067	Defective SLC1A1 is implicated in schizophrenia 18 (SCZD18) and dicarboxylic aminoaciduria (DCBXA)	
R-HSA-5619062	Defective SLC1A3 causes episodic ataxia 6 (EA6)	
R-HSA-5619111	Defective SLC20A2 causes idiopathic basal ganglia calcification 1 (IBGC1)	
R-HSA-5619071	Defective SLC22A12 causes renal hypouricemia 1 (RHUC1)	rs505802
R-HSA-5619066	Defective SLC22A18 causes lung cancer (LNCR) and embryonal rhabdomyosarcoma 1 (RMSE1)	rs16928809
R-HSA-5619053	Defective SLC22A5 causes systemic primary carnitine deficiency (CDSP)	rs2073643
R-HSA-5619077	Defective SLC24A1 causes congenital stationary night blindness 1D (CSNB1D)	
R-HSA-5619055	Defective SLC24A4 causes hypomineralized amelogenesis imperfecta (AI)	rs12896399
R-HSA-5619036	Defective SLC24A5 causes oculocutaneous albinism 6 (OCA6)	
R-HSA-3560792	Defective SLC26A2 causes chondrodysplasias	
R-HSA-5619085	Defective SLC26A3 causes congenital secretory chloride diarrhea 1 (DIAR1)	rs2108225
R-HSA-5619046	Defective SLC26A4 causes Pendred syndrome (PDS)	
R-HSA-5619108	Defective SLC27A4 causes ichthyosis prematurity syndrome (IPS)	
R-HSA-5619063	Defective SLC29A3 causes histiocytosis-lymphadenopathy plus syndrome (HLAS)	
R-HSA-5619043	Defective SLC2A1 causes GLUT1 deficiency syndrome 1 (GLUT1DS1)	
R-HSA-5619068	Defective SLC2A10 causes arterial tortuosity syndrome (ATS)	
R-HSA-5619098	Defective SLC2A2 causes Fanconi-Bickel syndrome (FBS)	
R-HSA-5619047	Defective SLC2A9 causes hypouricemia renal 2 (RHUC2)	rs13129697, rs737267, rs16890979, rs3775948, rs6834555, rs733175
R-HSA-5619061	Defective SLC33A1 causes spastic paraplegia 42 (SPG42)	
R-HSA-5619040	Defective SLC34A1 causes hypophosphatemic nephrolithiasis/osteoporosis 1 (NPHLOP1)	rs6420094
R-HSA-5687583	Defective SLC34A2 causes pulmonary alveolar microlithiasis (PALM)	
R-HSA-5619045	Defective SLC34A2 causes pulmonary alveolar microlithiasis (PALM)	
R-HSA-5619097	Defective SLC34A3 causes Hereditary hypophosphatemic rickets with hypercalciuria (HHRH)	
R-HSA-5619037	Defective SLC35A1 causes congenital disorder of glycosylation 2F (CDG2F)	
R-HSA-5663020	Defective SLC35A1 causes congenital disorder of glycosylation 2F (CDG2F)	
R-HSA-5619072	Defective SLC35A2 causes congenital disorder of glycosylation 2M (CDG2M)	
R-HSA-5619083	Defective SLC35A3 causes arthrogryposis, mental retardation, and seizures (AMRS)	
R-HSA-5619078	Defective SLC35C1 causes congenital disorder of glycosylation 2C (CDG2C)	
R-HSA-5579020	Defective SLC35D1 causes Schneckenbecken dysplasia (SCHBCKD)	
R-HSA-5619041	Defective SLC36A2 causes iminoglycinuria (IG) and hyperglycinuria (HG)	
R-HSA-5619088	Defective SLC39A4 causes acrodermatitis enteropathica, zinc-deficiency type (AEZ)	
R-HSA-5619113	Defective SLC3A1 causes cystinuria (CSNU)	
